ObjectId,Country,ISO2,ISO3,Indicator,Unit,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,Trade_Flow,Scale,F1994,F1995,F1996,F1997,F1998,F1999,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021
11,"Afghanistan, Islamic Rep. of",AF,AFG,Trade balance in low carbon technology products as percent of GDP,Percent,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2022-09-20; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2022-09-23. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2022-09-23; IMF staff calculations.",ECBTLB,"Trade in Low Carbon Technology Products; Trade Balance","Environment, Climate Change, Cross-Border, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,,,,,,,,,,,,,,,,,,,,,,,,-0.0853359783840628,-0.103907693829603,-0.558621777400893,,
12,Albania,AL,ALB,Comparative advantage in low carbon technology products,Index,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2022-09-20; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2022-09-23. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2022-09-23; IMF staff calculations.",ECBTLA,"Trade in Low Carbon Technology Products; Comparative Advantage","Environment, Climate Change, Cross-Border, Trade-Related, Trade in Low Carbon Technology Products, Comparative Advantage",Not Applicable,Units,,,,,0.0757902073990987,0.120211678087096,0.149867017893848,0.0974827054047211,0.0743267999877623,0.12619481924264,0.209285311434997,0.251096488862961,0.233641564173089,0.271274820728595,0.303047791735391,0.205214480061607,0.197935542574896,0.221696751466099,0.172051950557258,0.190278380300277,0.128967759001582,0.143000944355879,0.196585673737958,0.00058703986434528,0.000147153495184189,0.00106495690654571,0.0243595529847971,
13,Albania,AL,ALB,Exports of low carbon technology products,US Dollars,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2022-09-20; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2022-09-23. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2022-09-23; IMF staff calculations.",ECBTLX,"Trade in Low Carbon Technology Products; Exports","Environment, Climate Change, Cross-Border, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,462018,377321,541428,1163679,1377025,1084958,891157,2030792,4790525,6059007,6747775,10568440,16032265,9875985,13229235,17558790,13202339,18436375,13384751,12584175,16950188,66677.7610611,20612.19238848,151456.13333921,3479802.77729065,
14,Albania,AL,ALB,Exports of low carbon technology products as percent of GDP,Percent,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2022-09-20; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2022-09-23. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2022-09-23; IMF staff calculations.",ECBTLX,"Trade in Low Carbon Technology Products; Exports","Environment, Climate Change, Cross-Border, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,0.014439827526964,0.0167065922833173,0.0211483949965085,0.0362620880500757,0.0395320805504139,0.027621445114928,0.0204954651289292,0.0361898640026447,0.0666769287809766,0.0752481673568108,0.0758511054442172,0.0989798167962633,0.124460393085707,0.0819986826279604,0.110824769094238,0.136127871806544,0.107131071102872,0.144219306418397,0.101045138388857,0.110492392223166,0.142892382372552,0.000510806666764269,0.000135994854181829,0.000983567763385942,0.0229524243426247,
15,Albania,AL,ALB,Exports of low carbon technology products as share of total exports,Percent,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2022-09-20; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2022-09-23. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2022-09-23; IMF staff calculations.",ECBTLX,"Trade in Low Carbon Technology Products; Exports","Environment, Climate Change, Cross-Border, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,0.26220776877572,0.422619260735763,0.537436436025435,0.353036213019221,0.262999492214137,0.454199138232691,0.792595802397806,0.948776215389384,0.901482900243662,1.05802466241709,1.19480333381137,0.897503445878655,0.857819263541014,0.89978699221375,0.692239373932848,0.755016367218712,0.524753452500304,0.624329205513799,0.864154161059503,0.00270695518451072,0.000665037240459548,0.00507389394224367,0.128109247756942,
16,Albania,AL,ALB,Imports of low carbon technology products,US Dollars,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2022-09-20; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2022-09-23. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2022-09-23; IMF staff calculations.",ECBTLM,"Trade in Low Carbon Technology Products; Imports","Environment, Climate Change, Cross-Border, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,15896221,6744097,10796563,19848183,21654758,32086161,42621288,51861787,69737269,89208872,75229677,119034758,184304969,141562075,133913000,182255382,140400109,114408118,61437993,114440615,100314286,72587011.9903764,72379974.8428173,93367943.5453644,117100708.437312,
17,Albania,AL,ALB,Imports of low carbon technology products as percent of GDP,Percent,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2022-09-20; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2022-09-23. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2022-09-23; IMF staff calculations.",ECBTLM,"Trade in Low Carbon Technology Products; Imports","Environment, Climate Change, Cross-Border, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,0.496817633881156,0.298607495734781,0.421718084267324,0.618500943627938,0.621671819724202,0.816866768123967,0.980234820524383,0.924206427080727,0.970638274196004,1.10790499663861,0.845649738270971,1.11483232522752,1.43078154517712,1.17536667583846,1.12182430077905,1.4129696452289,1.13928403596741,0.894962237782327,0.463812177381455,1.00481893480029,0.845663028194235,0.556076404713198,0.477547654267712,0.606338597058878,0.772384334082238,
18,Albania,AL,ALB,Imports of low carbon technology products as share of total imports,Percent,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2022-09-20; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2022-09-23. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2022-09-23; IMF staff calculations.",ECBTLM,"Trade in Low Carbon Technology Products; Imports","Environment, Climate Change, Cross-Border, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,1.35866181892053,2.20755415707584,1.98028671360454,2.42048265908042,2.85491366124501,2.80287646478561,3.03994446289574,3.42732953573273,2.50338209271289,2.93826413546698,3.51498594834044,3.1881812351434,2.95096923940432,3.42672465765018,2.87990361500117,2.3198655295818,1.16267679020617,2.62184439011406,2.14985791802607,1.28008295005234,1.12983907651979,1.44017892684359,1.9443273242654,
19,Albania,AL,ALB,Total trade in low carbon technology products,US Dollars,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2022-09-20; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2022-09-23. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2022-09-23; IMF staff calculations.",ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Cross-Border, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,,,16358239,7121418,11337991,21011862,23031783,33171119,43512445,53892579,74527794,95267879,81977452,129603198,200337234,151438060,147142235,199814172,153602448,132844493,74822744,127024790,117264474,72653689.7514375,72400587.0352058,93519399.6787036,120580511.214603,
20,Albania,AL,ALB,Total trade in low carbon technology products as percent of GDP,Percent,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2022-09-20; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2022-09-23. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2022-09-23; IMF staff calculations.",ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Cross-Border, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,,,0.51125746140812,0.315314088018098,0.442866479263833,0.654763031678014,0.661203900274616,0.844488213238895,1.00073028565331,0.960396291083372,1.03731520297698,1.18315316399542,0.921500843715188,1.21381214202378,1.55524193826283,1.25736535846642,1.23264906987329,1.54909751703544,1.24641510707028,1.03918154420072,0.564857315770311,1.11531132702345,0.988555410566787,0.556587211379963,0.477683649121894,0.607322164822264,0.795336758424863,
21,Albania,AL,ALB,Trade balance in low carbon technology products,US Dollars,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2022-09-20; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2022-09-23. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2022-09-23; IMF staff calculations.",ECBTLB,"Trade in Low Carbon Technology Products; Trade Balance","Environment, Climate Change, Cross-Border, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,,,-15434203,-6366776,-10255135,-18684504,-20277733,-31001203,-41730131,-49830995,-64946744,-83149865,-68481902,-108466318,-168272704,-131686090,-120683765,-164696592,-127197770,-95971743,-48053242,-101856440,-83364098,-72520334.2293153,-72359362.6504288,-93216487.4120252,-113620905.660021,
22,Albania,AL,ALB,Trade balance in low carbon technology products as percent of GDP,Percent,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2022-09-20; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2022-09-23. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2022-09-23; IMF staff calculations.",ECBTLB,"Trade in Low Carbon Technology Products; Trade Balance","Environment, Climate Change, Cross-Border, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,,,-0.482377806354192,-0.281900903451463,-0.400569689270816,-0.582238855577862,-0.582139739173788,-0.789245323009039,-0.959739355395454,-0.888016563078083,-0.903961345415027,-1.0326568292818,-0.769798632826754,-1.01585250843126,-1.30632115209141,-1.0933679932105,-1.01099953168481,-1.27684177342235,-1.03215296486454,-0.750742931363929,-0.362767038992598,-0.89432654257712,-0.702770645821682,-0.555565598046434,-0.477411659413531,-0.605355029295492,-0.749431909739613,
23,Algeria,DZ,DZA,Comparative advantage in low carbon technology products,Index,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2022-09-20; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2022-09-23. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2022-09-23; IMF staff calculations.",ECBTLA,"Trade in Low Carbon Technology Products; Comparative Advantage","Environment, Climate Change, Cross-Border, Trade-Related, Trade in Low Carbon Technology Products, Comparative Advantage",Not Applicable,Units,,,,,0.0068133425708477,0.0153239127617488,0.00923200087213781,0.0057571612214742,0.00809350567660295,0.0033850369366523,0.00277501004055259,0.00228971150399306,0.00148459836346165,0.000980036215806355,0.00116350198500166,0.00236474879753358,0.000714991448884543,0.00122345189146144,0.00093259969684888,0.00108910517770526,0.000678385330480923,0.00115565604579719,0.00116531579909061,0.00129345641909115,,,,
24,Algeria,DZ,DZA,Exports of low carbon technology products,US Dollars,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2022-09-20; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2022-09-23. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2022-09-23; IMF staff calculations.",ECBTLX,"Trade in Low Carbon Technology Products; Exports","Environment, Climate Change, Cross-Border, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,190885,2433262,17679065,967805,2363143,6863453,7268160,3832110,5422703,3002570,3274659,4027702,3159328,2261599,3637561,4674052,1766237,3648336,2696585,2850078,1652951,1743890,1483487,2096243.91,,,,
25,Algeria,DZ,DZA,Exports of low carbon technology products as percent of GDP,Percent,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2022-09-20; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2022-09-23. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2022-09-23; IMF staff calculations.",ECBTLX,"Trade in Low Carbon Technology Products; Exports","Environment, Climate Change, Cross-Border, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,0.000449928547465376,0.0057843962666148,0.0376619116608949,0.00200881674465866,0.00490404920521378,0.0140514739174573,0.0132754304023281,0.00699998518251284,0.00955362337878526,0.00442442035081298,0.00383753811237986,0.00390287137829652,0.00269965093330756,0.0016755428924728,0.00212722004808443,0.00340647011770929,0.00109563087259829,0.00182399003035712,0.00128986726800065,0.00135876675577821,0.000773093380647198,0.0010506676405915,0.000926983012116372,0.00123158354695862,,,,
26,Algeria,DZ,DZA,Exports of low carbon technology products as share of total exports,Percent,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2022-09-20; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2022-09-23. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2022-09-23; IMF staff calculations.",ECBTLX,"Trade in Low Carbon Technology Products; Exports","Environment, Climate Change, Cross-Border, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,0.0235717966042649,0.0538731409959811,0.0331067750318472,0.0208497126432021,0.0286382285195821,0.0121833912734335,0.010509391675282,0.00865174907434765,0.00572817616217857,0.00382233221498445,0.00458725022418235,0.010342204866765,0.00309865237006732,0.00496554906761747,0.00375225173667408,0.00432152214819392,0.00276026386014086,0.00504548990336869,0.00512251212199137,0.00596437954601678,,,,
27,Algeria,DZ,DZA,Imports of low carbon technology products,US Dollars,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2022-09-20; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2022-09-23. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2022-09-23; IMF staff calculations.",ECBTLM,"Trade in Low Carbon Technology Products; Imports","Environment, Climate Change, Cross-Border, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,668268212,612865513,493125950,574611445,532937929,525195983,453406122,601953998,813081308,889442056,1275451408,1025390049,1211506096,1756239653,2356635433,3245596972,4017092167,3137787427,2094206783,3037173836,4348109492,3798316688,2933522590,2880619566.58,,,,
28,Algeria,DZ,DZA,Imports of low carbon technology products as percent of GDP,Percent,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2022-09-20; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2022-09-23. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2022-09-23; IMF staff calculations.",ECBTLM,"Trade in Low Carbon Technology Products; Imports","Environment, Climate Change, Cross-Border, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,1.57515229558343,1.45691544327498,1.05051177574125,1.19268767198817,1.1059651604413,1.07522811865658,0.828154775981885,1.09956892327056,1.43247243910686,1.31063240272012,1.4946879625294,0.993610121561169,1.03523393670242,1.30113909144064,1.37814379995379,2.36540566926636,2.49187973994315,1.56874064895007,1.00172951411383,1.44796417497211,2.03363237421705,2.28842899081954,1.83306332080404,1.69241930594183,,,,
29,Algeria,DZ,DZA,Imports of low carbon technology products as share of total imports,Percent,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2022-09-20; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2022-09-23. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2022-09-23; IMF staff calculations.",ECBTLM,"Trade in Low Carbon Technology Products; Imports","Environment, Climate Change, Cross-Border, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,5.66737258776903,5.72554047355301,5.03088033767045,6.18106953197459,6.88603970205388,6.54814451966088,7.02543109797982,5.16967921686074,5.67199046837168,6.44002860337524,5.97390280359166,8.26194446142219,9.93153553757783,6.64140090860516,4.15936638618812,5.53728904858876,7.68548066020425,7.63863339249238,6.1399518572575,5.79986727591007,,,,
30,Algeria,DZ,DZA,Total trade in low carbon technology products,US Dollars,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2022-09-20; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2022-09-23. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2022-09-23; IMF staff calculations.",ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Cross-Border, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,668459097,615298775,510805015,575579250,535301072,532059436,460674282,605786108,818504011,892444626,1278726067,1029417751,1214665424,1758501252,2360272994,3250271024,4018858404,3141435763,2096903368,3040023914,4349762443,3800060578,2935006077,2882715810.49,,,,
31,Algeria,DZ,DZA,Total trade in low carbon technology products as percent of GDP,Percent,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2022-09-20; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2022-09-23. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2022-09-23; IMF staff calculations.",ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Cross-Border, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,1.5756022241309,1.46269983954159,1.08817368740214,1.19469648873283,1.11086920964651,1.08927959257404,0.841430206384213,1.10656890845308,1.44202606248565,1.31505682307093,1.49852550064178,0.997512992939465,1.03793358763573,1.30281463433311,1.38027102000188,2.36881213938407,2.49297537081575,1.57056463898043,1.00301938138183,1.44932294172789,2.0344054675977,2.28947965846013,1.83399030381616,1.69365088948879,,,,
