Country,Year,exp_on_biodiversity_&_landscape_protection_,exp_on_environment_protection_,exp_on_environmental_protection_r&d_,exp_on_environmental_protection_n.e.c._,exp_on_pollution_abatement_,exp_on_waste_management_,exp_on_waste_water_management_,g7_trade,co2_emissions_in_exports_of_domestic_controlled_enterprises_,co2_emissions_in_output_of_foreign_controlled_multinational_enterprises_,env_taxes_,taxes_on_energy_,taxes_on_pollution_,taxes_on_resources_,taxes_on_transport_,explicit_fossil_fuel_subsidies_-_coal_,explicit_fossil_fuel_subsidies_-_total_,fossil_fuel_subsidies_-_total_implicit_and_explicit_,fossil_fuel_subsidies_-_total_implicit_and_explicit_-__natural_gas_,fossil_fuel_subsidies_-_total_implicit_and_explicit_-_coal_,fossil_fuel_subsidies_-_total_implicit_and_explicit_-_coal_,fossil_fuel_subsidies_-_total_implicit_and_explicit_-_electricity_,fossil_fuel_subsidies_-_total_implicit_and_explicit_-_petroleum_,implicit_fossil_fuel_subsidies_-_coal_,implicit_fossil_fuel_subsidies_-_congestion_,implicit_fossil_fuel_subsidies_-_electricity_,implicit_fossil_fuel_subsidies_-_global_warming_,implicit_fossil_fuel_subsidies_-_local_air_pollution_,implicit_fossil_fuel_subsidies_-_natural_gas_,implicit_fossil_fuel_subsidies_-_petroleum_,implicit_fossil_fuel_subsidies_-_total_,"temperature_change_with_respect_to_a_baseline_climatology,_corresponding_to_the_period_1951-1980_",share_of_forest_area_
ARM,2017,0.0598016329357428,0.326696455522734,3.81436347492772e-05,0.0834190238848881,0.0015120687089334,0.180639037680214,0.0012865486782057,1,,,,,,,,,,,,,,,,,,,,,,,,,
ARM,2018,0.0738636856902549,0.380610211999425,7.55187538208186e-05,0.0470664808990979,0.008954269886937,0.24860906490459,0.0020411918647243,1,,,,,,,,,,,,,,,,,,,,,,,,,
ARM,2019,0.0539229552472874,0.33899566387519,0.0001129437803288,0.0766238222044956,0.0041642110556139,0.201746112100126,0.0024256194873374,1,,,,,,,,,,,,,,,,,,,,,,,,,
ARM,2020,0.0203875452647128,0.342758348886993,5.00598617126414e-05,0.11009461076832,0.0082587923856943,0.199056752446319,0.0049105881602334,1,,,,,,,,,,,,,,,,,,,,,,,,,
ARM,2021,0.0153622062770636,0.357346852424025,0.0001175642143288,0.130706594093839,0.0099886991745981,0.187797996162803,0.0133737925013918,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,1999,,0.449349032056701,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,2000,,0.421359978669744,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,2001,0.116404539365712,0.427639291262256,0.0,0.286692452077389,-0.0002742156404374,0.0237196528978423,0.0012339703819686,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,2002,0.124866625556207,0.453153266106643,0.0,0.321122162034917,0.00537335888664,0.0014073082798343,0.0003838113490457,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,2003,0.145323791288044,0.473085575950961,0.0,0.313060704615537,0.0133755728299941,0.0013255072173868,0.000120500656126,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,2004,0.117583485953193,0.455901717658668,0.0,0.310796312062768,0.0266268978657087,0.0008950217769986,0.0001118777221248,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,2005,0.141838227582863,0.498614325660986,0.0,0.331959599987124,0.0233628120103544,0.0011421819205062,0.000207669440092,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,2006,0.130276787622839,0.515522484059629,0.0,0.2991648035064,0.0323525503630996,0.0255161483518494,0.0283084815677122,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,2007,0.117075843056519,0.5773385347406,0.0,0.374731056907696,0.0303955396312774,0.0288050753482454,0.0263310197968624,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,2008,0.114447150606133,0.570939819265837,0.0,0.361322532805348,0.0370961040181236,0.0274575966422356,0.0306164351939972,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,2009,0.132385873564765,0.653699761816211,0.0,0.411084646245638,0.0536507007034731,0.0274583969677067,0.0290410135076322,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,2010,0.129533203702332,0.728129169395837,0.0007334835996734,0.434515684446554,0.0674071428099903,0.0696075936090107,0.0262587128683096,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,2011,0.121099366903141,0.80387627011224,0.0006814820872433,0.383947007952896,0.212417966593748,0.073531917213556,0.0122666775703801,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,2012,0.151288626620066,0.933672610619907,0.0023102538969032,0.497694696647161,0.19775773357492,0.0725419723627627,0.0120793275180942,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,2013,0.14778554392157,0.95346540524033,0.0020401800713935,0.398153892057898,0.314315242249069,0.0757416851504856,0.0154288617899137,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,2014,0.149805445059147,0.948540559034006,0.000557819199641,0.331220644764619,0.350186497552413,0.0785285473272403,0.0381796252198737,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,2015,0.150264702687065,0.747539430751897,0.000366201550009,0.339041601716753,0.137081446886738,0.0812357105103507,0.0395497674009822,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,2016,0.155566307269061,0.770238629180072,0.0004120182182684,0.335677128397826,0.156272624214664,0.084110576272224,0.0382588345534959,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,2017,0.156685198131318,0.782649222677186,0.0004993508439029,0.3072117358545,0.193748127434335,0.0840019086298923,0.0405583852103377,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,2018,0.160472196964177,0.82036724318376,0.0005280427672398,0.322845347890416,0.210055412807994,0.0839587999911289,0.0424546384860803,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,2019,0.161181125660095,0.813327783433549,0.0004513472716057,0.321208808292754,0.207720044332332,0.084452089487119,0.038264218692798,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,2020,0.135934446337932,0.893922819950681,0.0004068371008991,0.369509796891663,0.247204393433853,0.101048164935829,0.039768326612893,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,2021,0.115208909243791,0.847516457266276,0.0003677858236034,0.344753236400315,0.258415514309397,0.0945669298940455,0.0342500548230743,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,1995,0.0067618853239673,1.18865335900126,0.0241366459386505,0.0609475794443353,0.11763075382255,0.286785488111981,0.692391006359773,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,1996,0.0092308130565879,1.25414153986396,0.0247615875464554,0.131570585863544,0.119085705770984,0.262001700441764,0.707485668957296,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,1997,0.0089389891471028,0.377943852338709,0.0254286952678994,0.0732287077729465,0.111014085133936,0.0334351046343916,0.125898270382432,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,1998,0.0128599120127367,0.417506592933109,0.0297280421458788,0.0775669148332591,0.114313158465693,0.0299674147655218,0.15307115071002,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,1999,0.0150355211120301,0.460037890494313,0.0303899031938096,0.0867056560049369,0.14679868491925,0.0585036296189464,0.122609401198721,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,2000,0.0182063833293384,0.443849060702301,0.0338519819630872,0.0726476360258869,0.140674623981304,0.0556256741371045,0.12283807975791,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,2001,0.0178755243169709,0.486475456297472,0.0351660809432037,0.0818455957374447,0.139176964063031,0.0569685976646639,0.155442693572157,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,2002,0.0158025680165373,0.489350357002196,0.0327297954928059,0.072273704182807,0.143039041560798,0.0582176661507935,0.167287581598454,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,2003,0.0190155803547361,0.541139684080004,0.0341883659496469,0.0888241953744137,0.182936007331932,0.0568138444120977,0.159357377756213,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,2004,0.0212751647112854,0.502025390728963,0.024609209142379,0.0767614214747948,0.168171181724815,0.0511288917644564,0.16007539561862,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,2005,0.0228711994489816,0.515922463839418,0.0255239594607891,0.0747259667421037,0.166057266555151,0.0591833120141691,0.167560759618223,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,2006,0.0219285472122779,0.490649843703561,0.0275516345784775,0.0701579094361828,0.152659727791792,0.0556969417274901,0.162651349167589,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,2007,0.0217939417842227,0.462764721210798,0.0279387839903091,0.0756819190218961,0.123724373014811,0.0535041446872645,0.16012508011184,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,2008,0.0223922843636292,0.459603508828068,0.0280533316267358,0.0713809380998693,0.13315545685128,0.0552488256645944,0.149369268104543,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,2009,0.0215591987476918,0.547513384235261,0.0263744336370715,0.0630771468674415,0.233762816179884,0.0556407855602666,0.147099003242906,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,2010,0.0219400966418675,0.572338445254187,0.0266917565122411,0.0640426419228879,0.265761755964753,0.0541844684933859,0.139717725719052,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,2011,0.0201368077629732,0.485201945257548,0.0300842940638174,0.0560219212288064,0.194474163298709,0.0520880692719085,0.132396689631334,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,2012,0.0186535138054518,0.479628159901787,0.0292763509910934,0.0589732219771281,0.196527195247747,0.0497500259686788,0.126447851911687,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,2013,0.0185761362254106,0.449865425664274,0.0252477384163882,0.0554536411635077,0.195847491063881,0.0488376099301597,0.105899721589502,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,2014,0.0191597620383369,0.454566329907509,0.0259135556442053,0.0582357109988681,0.170552799507483,0.0496929125089563,0.131011589209659,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,2015,0.0210358576846672,0.405990310492397,0.0230226744005347,0.0524589325856241,0.147782564405249,0.050306547810101,0.11138373360622,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,2016,0.0228770049887027,0.377066508579226,0.02402351177826,0.0558712333057426,0.12786347061587,0.0485531643587392,0.0978809198899354,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,2017,0.0202132434918825,0.358450711470434,0.020890086630507,0.048009837508914,0.139156241928646,0.0469729138205413,0.0832029733448342,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,2018,0.0206629635577866,0.372615709612196,0.0199338961595272,0.0483208228654217,0.14799549275486,0.0477370500376339,0.0879680787828674,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,2019,0.0209197810919492,0.395855790359442,0.0222580835860469,0.0467299006209774,0.163886712190753,0.0479449384116714,0.0941163744580441,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,2020,0.0225745714838582,0.415856665838871,0.0241510743154999,0.0453231382635164,0.170101491983299,0.051668693975492,0.102035059524845,1,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,2021,0.0223962165576211,0.434481143566496,0.0239293204380609,0.0462535952278297,0.191025239652913,0.0536536743141593,0.0972280588771428,1,,,,,,,,,,,,,,,,,,,,,,,,,
AZE,2008,,0.0244162522547662,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
AZE,2009,,0.0308975745403986,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
AZE,2010,,0.0268456375838926,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
AZE,2011,,0.0232325947544257,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
AZE,2012,,0.0230163470865141,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
AZE,2013,,0.0244061737307071,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
AZE,2014,,0.0254176544249595,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
AZE,2015,0.0077234277307833,0.0080912100036778,0.0,0.0003677822728944,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
AZE,2016,0.039056552564162,0.0393875402977566,0.0,0.0003309877335945,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
AZE,2017,0.0211550546079064,0.0215815678056465,0.0,0.00042651319774,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
AZE,2018,0.0206574938820357,0.0210320631274035,0.0,0.0003745692453678,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
AZE,2019,0.0170948102598167,0.0172169160473868,0.0,0.0001221057875701,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
AZE,2020,0.0213563044499649,0.330264914623006,0.0,0.002480086968383,0.0,0.0,0.306428523204658,1,,,,,,,,,,,,,,,,,,,,,,,,,
AZE,2021,0.266106095671118,0.513796917218497,0.0,0.0058153497232862,0.0107691661542338,0.226044797577368,0.0050615080924899,1,,,,,,,,,,,,,,,,,,,,,,,,,
BDI,2010,,0.23958410453702,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
BDI,2011,,0.17732558397948,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
BDI,2012,,0.105645865274629,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
BDI,2013,0.0189979180852459,0.133187124170492,0.011688707252459,0.0936565675278689,0.0,0.0010228852459016,0.0078210460590163,1,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,1995,,0.759374599147699,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,1996,,0.732845516314493,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,1997,,0.743370176839907,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,1998,,0.731093954192173,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,1999,,0.762754533523726,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,2000,,0.788217305832059,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,2001,0.0051449864754951,0.819301265439688,0.0015510620992301,0.1536308093896,0.0410842302381448,0.397828513061078,0.219986002610324,1,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,2002,0.0102834348868273,0.827395656072167,0.0012442590254524,0.147261715247662,0.0398894805218569,0.41020292400871,0.218513842381658,1,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,2003,0.0101706608440226,0.846156308121237,0.0017425258089409,0.135419148580553,0.0732927692291279,0.412622999206973,0.212943766202823,1,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,2004,0.0567684118320868,0.873930328145004,0.0131392763290883,0.106327066909238,0.0923455292770029,0.42874469375379,0.176605350043798,1,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,2005,0.0525421159410006,0.84873740876089,0.0139660750168528,0.108277399149134,0.103923080148498,0.427174821069743,0.142853917435661,1,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,2006,0.048192993409216,0.81500595108119,0.0122712216785432,0.098354303077647,0.136859489898539,0.395846852693056,0.123450335382638,1,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,2007,0.0387638634650587,0.811072728807196,0.0105931278538148,0.117019140385136,0.170450411647784,0.39753331451404,0.0767419729409608,1,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,2008,0.0497239453917928,0.958429758175026,0.0117699905044038,0.126825912174264,0.225619914596494,0.475945437280734,0.0685161282985825,1,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,2009,0.0452560516981121,1.04233230295001,0.0085432342491334,0.150632228196714,0.294539545650022,0.467655488306448,0.0757057548495842,1,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,2010,0.0459602357217602,1.22308200693947,0.0111802610563419,0.149088505810431,0.576031282700887,0.412430467588258,0.0283912540617943,1,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,2011,0.0532492126989531,1.5105806877181,0.0108519874031832,0.154587624478679,0.831905906885692,0.416578006638863,0.0433813516043919,1,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,2012,0.0478798472195248,1.57607302388813,0.0120411730433094,0.155525344727131,0.897209814203405,0.404117304330938,0.0593254353596167,1,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,2013,0.0556913052331501,1.54212482182855,0.010792099368764,0.151700264711871,0.837354917532071,0.401649358582773,0.0849623294644675,1,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,2014,0.0727288066619686,1.36291451201477,0.0131760478804181,0.137740568331828,0.702201466982958,0.366869807743844,0.070222628063245,1,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,2015,0.0507076999870411,1.26498072963413,0.012454943820764,0.124813415822338,0.627354800312933,0.366952882395573,0.0826969872954774,1,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,2016,0.0587093249008917,1.17620935396491,0.0136252136205634,0.120999337340293,0.526105304765337,0.379390120557564,0.0773800527802644,1,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,2017,0.0586001572856982,1.25615099427031,0.0203123244579261,0.133513088417032,0.575014043365914,0.387956409392203,0.0807325019660712,1,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,2018,0.0477948927494778,1.28500666172562,0.0191483858627967,0.12319302051116,0.598512033489027,0.401637936842929,0.0947203922702248,1,,,,,,,,,,,,,,,,,,,,,,,,,
