Country,Year,Environment_Expenditure,CO2 emissions_Foreign_control,CO2_emissions_Domestic_control,Taxes_Environment,Fossil_Fuel_Subsidies,G7_dummy,Temperature_Change
AUS,2020,0.893922819950681,,,1.59,3.21404543042815,1.0,1.416
AUS,2021,0.847516457266276,,,1.5,2.48317446253142,1.0,0.629
AUT,1995,1.18865335900126,,,2.05,,0.0,0.939
AUT,1996,1.25414153986396,,,2.17,,0.0,-0.203
AUT,1997,0.377943852338709,,,2.45,,0.0,0.514
AUT,1998,0.417506592933109,,,2.4,,1.0,1.343
AUT,1999,0.460037890494313,,,2.4,,1.0,0.986
AUT,2000,0.443849060702301,,,2.51,,1.0,1.769
AUT,2001,0.486475456297472,,,2.72,,1.0,1.501
AUT,2002,0.489350357002196,,,2.77,,1.0,1.531
AUT,2003,0.541139684080004,,,2.83,,1.0,1.464
AUT,2004,0.502025390728963,,,2.79,,1.0,0.829
AUT,2005,0.515922463839418,0.8823242493326146,1.2736661072305315,2.7,,1.0,0.628
AUT,2006,0.490649843703561,1.1266636508581978,1.395547302305736,2.55,,1.0,0.907
AUT,2007,0.462764721210798,0.7771089345470398,0.9781392325887012,2.49,,1.0,2.137
AUT,2008,0.459603508828068,0.7883897166735288,0.9636491631476849,2.47,,1.0,1.582
AUT,2009,0.547513384235261,0.7263028619603582,0.8799745430986342,2.47,,1.0,1.544
AUT,2010,0.572338445254187,0.7048248399082717,0.9069025887426252,2.46,,1.0,0.656
AUT,2011,0.485201945257548,0.6511542812192815,0.8262454325968901,2.54,,1.0,1.373
AUT,2012,0.479628159901787,0.6598560171905736,0.8129390900815177,2.53,,1.0,1.783
AUT,2013,0.449865425664274,0.5784959894393833,0.6789345875034538,2.51,,1.0,1.098
AUT,2014,0.454566329907509,0.6410232248172058,0.7551642977656802,2.52,,1.0,2.409
AUT,2015,0.405990310492397,0.6954015914577949,0.8417518181701112,2.51,0.873992448677104,1.0,2.167
AUT,2016,0.377066508579226,0.6074838254409823,0.7520758855604442,2.48,0.662782027863239,1.0,2.096
AUT,2017,0.358450711470434,,,2.53,0.808416459517474,1.0,1.741
AUT,2018,0.372615709612196,,,2.41,0.744899344615506,1.0,2.524
AUT,2019,0.395855790359442,,,2.41,1.10262844840932,1.0,2.37
AUT,2020,0.415856665838871,,,2.21,0.719903120775654,1.0,2.315
AUT,2021,0.434481143566496,,,2.28,0.722122602231867,1.0,1.395
AZE,2008,0.0244162522547662,,,,,1.0,0.883
AZE,2009,0.0308975745403986,,,,,1.0,0.78
AZE,2010,0.0268456375838926,,,,,1.0,2.327
AZE,2011,0.0232325947544257,,,,,1.0,0.766
AZE,2012,0.0230163470865141,,,,,1.0,1.474
AZE,2013,0.0244061737307071,,,,,1.0,1.574
AZE,2014,0.0254176544249595,,,,,1.0,1.252
AZE,2015,0.0080912100036778,,,,41.8308092167333,1.0,1.672
AZE,2016,0.0393875402977566,,,,42.58207894724,1.0,1.53
AZE,2017,0.0215815678056465,,,,35.2428012298531,1.0,1.308
AZE,2018,0.0210320631274035,,,,32.8204709203688,1.0,2.24
AZE,2019,0.0172169160473868,,,,33.4309395053076,1.0,1.997
AZE,2020,0.330264914623006,,,,33.648192710487,1.0,2.015
AZE,2021,0.513796917218497,,,,27.7768455939851,1.0,2.061
BDI,2010,0.23958410453702,,,,,1.0,
BDI,2011,0.17732558397948,,,,,1.0,
BDI,2012,0.105645865274629,,,,,1.0,
BDI,2013,0.133187124170492,,,,,1.0,
BEL,1995,0.759374599147699,,,2.01,,0.0,
BEL,1996,0.732845516314493,,,2.25,,0.0,
BEL,1997,0.743370176839907,,,2.28,,0.0,
BEL,1998,0.731093954192173,,,2.22,,0.0,
BEL,1999,0.762754533523726,,,2.15,,1.0,
BEL,2000,0.788217305832059,,,2.02,,1.0,1.484
BEL,2001,0.819301265439688,,,1.99,,1.0,1.336
BEL,2002,0.827395656072167,,,1.94,,1.0,1.398
BEL,2003,0.846156308121237,,,1.97,,1.0,1.526
BEL,2004,0.873930328145004,,,2.07,,1.0,1.089
BEL,2005,0.84873740876089,0.39972104428372884,0.5463734273368649,2.01,,1.0,1.197
BEL,2006,0.81500595108119,0.4424096627072256,0.572151125232483,1.77,,1.0,1.404
BEL,2007,0.811072728807196,0.31661441119144573,0.46083687788219274,1.7,,1.0,1.883
BEL,2008,0.958429758175026,0.3021980397954912,0.4253631801398371,1.62,,1.0,1.256
BEL,2009,1.04233230295001,0.2902747464100836,0.43967831548299796,1.69,,1.0,1.158
BEL,2010,1.22308200693947,0.2821695825975175,0.3921764166824511,1.72,,1.0,0.233
BEL,2011,1.5105806877181,0.24601032378265883,0.35741953322747055,1.73,,1.0,1.289
BEL,2012,1.57607302388813,0.27052455529524183,0.37268299393828164,1.66,,1.0,1.13
BEL,2013,1.54212482182855,0.25858802089864047,0.3647562252190257,1.59,,1.0,0.463
BEL,2014,1.36291451201477,0.2276231242758132,0.35013717402780203,1.59,,1.0,2.417
BEL,2015,1.26498072963413,0.27650014815802776,0.4154044402012428,1.62,2.06150021128286,1.0,1.371
BEL,2016,1.17620935396491,0.2416048070915809,0.3868790991411332,1.7,1.431493599673,1.0,1.882
BEL,2017,1.25615099427031,,,1.8,1.41892838788574,1.0,1.731
BEL,2018,1.28500666172562,,,1.82,1.2973969608527,1.0,2.196
BEL,2019,1.31114084978254,,,1.71,1.5546536959435,1.0,2.081
BEL,2020,1.45568955098395,,,1.56,1.11030307064844,1.0,2.572
BEL,2021,1.33449886903527,,,1.62,0.832842651633081,1.0,1.203
BFA,2017,0.0678827777330637,,,1.12545051627868,0.20730576401359,1.0,1.212
BFA,2018,0.0655653390596999,,,1.16558357797878,0.503510618745842,1.0,1.156
BFA,2019,0.081456258064167,,,1.12244508130303,0.49562676583098,1.0,1.065
BFA,2020,0.110010530840118,,,1.06750916751467,0.120750834454282,1.0,1.044
BFA,2021,0.123980774452032,,,,0.127899140396284,1.0,1.624
BGD,2001,0.0041265226817376,,,0.05,,1.0,0.316
BGD,2002,0.0126256449830766,,,0.07,,1.0,0.398
BGD,2003,0.011849523920307,,,0.08,,1.0,0.239
BGD,2004,0.0111282576315914,,,0.07,,1.0,0.269
BGD,2005,0.0099764812895921,,,0.06,,1.0,0.592
BGD,2006,0.0086111820619948,,,0.07,,1.0,0.814
BGD,2007,0.008874630365453,,,0.08,,1.0,0.266
BGD,2008,0.0082821005140434,,,0.07,,1.0,0.093
BGD,2009,0.0077025488751642,,,0.06,,1.0,0.844
BGD,2010,0.0790915475324269,,,0.05,,1.0,0.768
BGD,2011,0.0795705485566735,,,0.05,,1.0,0.144
BGD,2012,0.0688321878992119,,,0.06,,1.0,0.235
BGD,2013,0.0363242616374427,,,0.05,,1.0,0.23
BGD,2014,0.0173464642922422,,,0.07,,0.0,0.482
BGD,2015,0.0156940001802346,,,0.07,3.36198232774356,1.0,0.722
BGD,2016,0.016331347930019,,,0.05,2.86561519972934,0.0,1.337
BGR,1995,0.959257274044913,,,1.2,,0.0,0.221
BGR,1996,0.813437097505005,,,0.81,,0.0,-0.36
BGR,1997,0.925781289201332,,,1.15,,0.0,-0.336
BGR,1998,0.927678183984467,,,1.92,,1.0,0.775
BGR,1999,1.00440699125694,,,2.33,,1.0,0.696
BGR,2000,1.08729352800794,,,2.59,,1.0,1.184
BGR,2001,1.19882770304461,,,2.48,,1.0,1.648
BGR,2002,0.705075084728768,,,2.36,,1.0,0.854
BGR,2003,0.909811697506444,,,2.8,,1.0,0.181
BGR,2004,0.787281041176932,,,3.0,,1.0,0.533
BGR,2005,0.700621729391177,1.6205848862364942,1.047317984562693,2.99,,1.0,0.215
BGR,2006,1.1689708686894,1.5166374903264799,1.0124251931299069,2.79,,1.0,0.571
BGR,2007,1.20875321693106,1.108375630056544,0.7589796424990831,3.19,,1.0,1.883
BGR,2008,0.677437334446631,1.0095504908952126,0.6774530800532759,3.28,,1.0,1.177
BGR,2009,1.09733250079101,1.0462404875103575,0.7046090083393654,2.84,,1.0,1.291
BGR,2010,0.665095419560091,1.0302894887383676,0.6771399588603516,2.75,,1.0,1.361
BGR,2011,0.684608681333861,0.8836053748777634,0.6312104324450892,2.67,,1.0,0.422
BGR,2012,0.684279517539314,0.8122837174920948,0.6074758988378114,2.65,,1.0,1.678
BGR,2013,0.942068159483825,0.7647965856432652,0.57971627272989,2.85,,1.0,1.476
BGR,2014,0.686211449202065,0.6599629238416319,0.5395734379782025,2.84,,1.0,1.196
BGR,2015,0.777586947642881,0.7181050499634636,0.5756893847497507,2.95,10.9011820261248,1.0,1.438
BGR,2016,0.659823629590081,0.6793011998078959,0.5510487689404822,2.99,8.63598206769501,1.0,1.899
BGR,2017,0.669925740486669,,,2.8,11.5359447212873,1.0,0.954
BGR,2018,0.699141232258054,,,2.62,10.6520390215356,1.0,2.192
BGR,2019,0.673529994941992,,,2.99,10.8465955673936,1.0,2.112
BGR,2020,0.697283385185163,,,3.03,9.46336527740832,1.0,2.037
BGR,2021,0.824007614700816,,,2.92,8.74307051791726,0.0,1.629
BHR,2000,0.0,,,,,1.0,1.119
BHR,2001,0.0,,,,,1.0,1.216
BHR,2002,0.0,,,,,1.0,1.552
BHR,2003,0.0,,,,,1.0,1.256
BHR,2004,0.0,,,,,1.0,1.385
BHR,2005,0.147561743547277,,,,,1.0,1.065
BHR,2006,0.118713979792754,,,,,1.0,1.823
BHR,2007,0.146503199938314,,,,,1.0,1.08
BHR,2008,0.130853495805447,,,,,1.0,1.329
BHR,2009,0.334849897272504,,,,,1.0,1.224
BHR,2010,0.115947125628349,,,,,1.0,2.286
BHR,2011,0.0861287742144177,,,,,1.0,1.431
BHR,2012,0.0694565527709906,,,,,1.0,1.385
BHR,2013,0.0585213549818755,,,,,1.0,1.403
BHR,2014,0.158597902142466,,,,,1.0,1.694
BHR,2015,0.0608991489536653,,,,34.956369980609,1.0,2.24
BHR,2016,0.050535752927927,,,,18.6004699252084,1.0,1.598
BHR,2017,0.0413101386776107,,,,17.5142782945196,1.0,2.08
BHR,2018,0.0405757020996773,,,,20.2050970666326,1.0,2.247
BHR,2019,0.0327435189256,,,,17.2872745223754,1.0,2.108
BHR,2020,0.0462822757600116,,,,14.8376021502691,0.0,2.027
BHS,2000,0.0,,,0.97,,1.0,0.163
BHS,2001,0.0,,,0.93,,1.0,0.135
BHS,2002,0.0,,,0.9,,1.0,0.856
BHS,2003,0.0,,,0.88,,1.0,0.989
BHS,2004,0.0,,,0.96,,1.0,0.311
BHS,2005,0.0,,,0.89,,1.0,0.455
BHS,2010,0.985350661869114,,,0.9,,1.0,0.314
BHS,2011,1.06015889581067,,,1.3,,1.0,0.363
BHS,2012,0.995671203375492,,,1.22,,1.0,0.344
BHS,2013,0.939109110113773,,,1.63,,1.0,0.565
BHS,2014,0.932505348338404,,,1.38,,1.0,0.883
BHS,2015,0.929838281163272,,,1.48,0.582960487789326,1.0,1.114
BHS,2016,0.690188904324333,,,1.39,1.05773794007942,1.0,1.042
BHS,2017,0.927362978793984,,,1.34,0.819438782708887,1.0,1.331
BHS,2018,0.694986885291872,,,1.42,1.85331881579382,1.0,1.023
BHS,2019,0.780191668439124,,,1.39,1.9048373093696,0.0,1.443
BHS,2020,1.57987534695937,,,1.62,1.69642176228716,0.0,1.611
BHS,2021,1.26521633883731,,,0.39,1.7665002155251,0.0,0.879
BLR,2003,0.476674123226581,,,,,1.0,0.084
BLR,2004,0.611756515918837,,,,,1.0,0.931
BLR,2005,0.579649066774043,,,,,1.0,1.276
BLR,2006,0.562812470300614,,,,,1.0,0.647
BLR,2007,0.535305307501367,,,,,1.0,2.362
BLR,2008,0.413702113172255,,,,,1.0,2.254
BLR,2009,0.288977206908516,,,,,1.0,1.603
BLR,2010,0.294142949260204,,,,,1.0,1.461
BLR,2011,0.188774430828817,,,,,1.0,1.017
BLR,2012,0.158011981738322,,,,,1.0,1.561
BLR,2013,0.109387592004336,,,,,1.0,1.212
BLR,2014,0.116147380337399,,,,,1.0,2.18
BLR,2015,0.0885208236898732,,,,16.8022464025859,1.0,2.247
BLR,2016,0.0917036409019579,,,,18.9360035209466,1.0,2.201
BLR,2017,0.0975466888041593,,,,17.6271972465962,1.0,1.592
BLR,2018,0.105155455572569,,,,19.7589601840901,1.0,2.342
BLR,2019,0.094867672744654,,,,18.1537450866205,1.0,2.689
BLR,2020,0.105991254839939,,,,16.8086758720038,1.0,3.51
BOL,2002,0.77593317285018,,,2.34,,1.0,1.016
BOL,2003,0.726771572800742,,,1.79,,1.0,0.641
BOL,2004,0.527962833988961,,,1.69,,1.0,0.846
BOL,2005,0.638309081646182,,,2.48,,1.0,0.764
BOL,2006,0.6159387800323,,,2.21,,1.0,0.935
BOL,2007,0.604612118754562,,,2.31,,1.0,0.537
BRA,2015,0.514218966211323,0.27898168839313003,0.3264279179345112,0.866109876982927,2.61007909148114,1.0,1.516
BRA,2016,0.501666078137405,0.27395117815658276,0.3290107041545576,0.897707789609697,1.42363736866695,1.0,1.457
BRA,2017,0.480115181460458,,,0.88032210653114,0.774233985026149,1.0,1.363
BRA,2018,0.478282875139855,,,0.855593604150744,2.3117745074649,1.0,1.148
BRA,2019,0.460222619238785,,,0.812010824123703,1.92933851167644,1.0,1.517
BRA,2020,0.493256413942173,,,0.788889662197354,2.94239201310806,1.0,1.477
BTN,2000,0.0,,,,,0.0,0.214
BTN,2001,0.0,,,,,0.0,0.72
BTN,2002,0.0,,,,,0.0,0.492
BTN,2003,0.0,,,,,0.0,0.498
BTN,2004,0.0,,,,,0.0,0.476
BTN,2005,0.0,,,,,1.0,0.745
BTN,2006,0.0,,,,,1.0,0.955
BTN,2007,0.0,,,,,1.0,0.978
BTN,2011,0.0717747330956963,,,,,1.0,0.534
BTN,2012,0.0946427078476134,,,,,1.0,0.512
BTN,2013,0.0622739630206761,,,,,0.0,0.742
BTN,2014,0.0609733620523323,,,,,0.0,0.86
BTN,2015,0.076499285182304,,,1.24,5.48366470857849,0.0,1.068
BTN,2016,0.107399954295564,,,1.23,2.2754710414052,0.0,1.487
BTN,2017,0.0726214160901991,,,1.42,1.79215297884354,0.0,1.457
BTN,2018,0.0526986395542426,,,1.64,2.2306428236658,0.0,1.346
BTN,2019,0.0465525323313297,,,1.3,2.90667230538675,0.0,1.329
BTN,2020,0.0425922834032568,,,0.72,3.05248928964665,0.0,1.09
BWA,2017,0.315781710334534,,,0.303610456855674,2.89646513141128,1.0,0.017
BWA,2021,0.291423082580992,,,,2.19285546130369,1.0,-0.425
CAN,2008,0.586708476133059,0.4052261763746122,0.5970013776461061,,,1.0,0.851
CAN,2009,0.683495679467255,0.4131564269599944,0.4986785885152115,,,1.0,0.539
CAN,2010,0.703761236170867,0.43642606029171993,0.5515584673857501,,,1.0,2.915
CAN,2011,0.669141963955057,0.3837386595541621,0.48999368363605655,,,1.0,1.438
CAN,2012,0.640870927719501,0.3799276171111678,0.4295441457042005,,,1.0,2.144
CAN,2013,0.594665151265845,0.3708682527172,0.5313311816567708,,,1.0,1.182
CAN,2014,0.586746791064004,0.38239110613702393,0.7142138349404663,,,1.0,0.288
CAN,2015,0.688691601509414,0.4375255169001746,0.5568703339510452,1.19714023173759,4.25473924212836,1.0,1.231
CAN,2016,0.725684819072492,0.4462010408341634,0.5400156486721278,1.18543002219167,3.52426847922053,1.0,2.373
CAN,2017,0.69306343286894,,,1.33056863691763,3.046413547538,1.0,1.48
CAN,2018,0.70497724400908,,,1.24050320373042,3.92112408760505,1.0,0.477
CAN,2019,0.710597613285026,,,1.20539678587573,4.5215399921962,1.0,1.311
CAN,2020,0.753365561519039,,,1.17428088593602,3.82669756780049,1.0,1.128
CAN,2021,0.678063589970675,,,,3.39327990610728,1.0,2.515
CHE,1995,0.7521616483205,,,,,0.0,1.001
CHE,1996,0.780708648632029,,,,,0.0,0.029
CHE,1997,0.749108103805351,,,,,0.0,1.063
CHE,1998,0.748390698378092,,,,,1.0,1.111
CHE,1999,0.731150382799249,,,,,1.0,0.98
CHE,2000,0.691014004215529,,,,,1.0,1.42
CHE,2001,0.688569612808411,,,,,1.0,1.45
CHE,2002,0.719485131402623,,,,,1.0,1.258
CHE,2003,0.702998721587803,,,,,1.0,1.848
CHE,2004,0.676407630839846,,,,,1.0,0.974
CHE,2005,0.664708003001112,0.4679718279979232,0.4496748769903624,,,1.0,0.808
CHE,2006,0.634148919319059,0.633494274211971,0.5491334363673838,,,1.0,1.091
CHE,2007,0.588180755890949,0.40161033477352276,0.37240577255990504,,,1.0,1.804
CHE,2008,0.541919083565033,0.349002197340112,0.32753992741813137,1.32972467977369,,1.0,1.195
CHE,2009,0.629874040428625,0.36354007207188754,0.32670366948324064,1.38452909593801,,1.0,1.371
CHE,2010,0.594230578220527,0.35744219858284293,0.3472823667398162,1.40538062930937,,1.0,0.459
CHE,2011,0.580769053208835,0.3250526384777012,0.3173884746123318,1.35974421741259,,1.0,1.667
CHE,2012,0.585949003274463,0.36031569399841284,0.35540667364576495,1.36216228110442,,1.0,1.512
CHE,2013,0.597290120726772,0.33185556382401116,0.3420077096848719,1.33294609093889,,1.0,0.782
CHE,2014,0.572508272038563,0.28982515471171255,0.302696434649127,1.33453850438436,,1.0,2.169
CHE,2015,0.580679280617401,0.3427279540523839,0.3559440886208595,1.36762093225556,0.290892031405653,1.0,1.972
CHE,2016,0.588874642533224,0.31076022958439015,0.3358966533301097,1.40019916613974,0.312157610653058,1.0,1.859
CHE,2017,0.577909570289066,,,1.40742595940913,0.29079997619765,1.0,1.837
CHE,2018,0.557587556760136,,,1.42300046615245,0.390304265696118,1.0,2.343
CHE,2019,0.546580271162032,,,1.42254887643313,0.476951541876678,1.0,2.096
CHE,2020,0.589776058996376,,,1.41379837190611,0.257709930529246,1.0,2.514
CHE,2021,0.553495926493841,,,,0.15635464021154,1.0,1.181
CHL,2000,0.0730584855762718,,,,,1.0,-0.179
CHL,2001,0.0992586201235914,,,,,1.0,0.054
CHL,2002,0.0813513007936548,,,,,1.0,0.14
CHL,2003,0.0679259546073332,,,,,1.0,0.312
CHL,2004,0.0628677037337969,,,,,1.0,0.563
CHL,2005,0.0584073174698426,0.9108896655098393,0.4454600756176963,,,1.0,0.275
CHL,2006,0.0563624054885395,0.730706831691182,0.45341144830876523,,,1.0,0.575
CHL,2007,0.0561728740620114,0.6751135791480922,0.400648809590392,,,1.0,-0.219
CHL,2008,0.067332979045676,0.5180333822559597,0.3153981753898687,,,1.0,0.502
CHL,2009,0.0788187000177955,0.5097811665271497,0.30710745863535915,,,1.0,0.52
CHL,2010,0.0754234768136381,0.5328704662207038,0.3124382988418176,,,1.0,-0.015
CHL,2011,0.0775216343257402,0.45398437192026203,0.27548468074328736,,,1.0,0.206
CHL,2012,0.0809732751332599,0.46383657887818724,0.2983432886023283,,,1.0,0.699
CHL,2013,0.0830535462487194,0.4763682901388319,0.2938263144975953,,,1.0,0.434
CHL,2014,0.0891033197122025,0.5176059404442421,0.38253269499101406,,,1.0,0.488
CHL,2015,0.0858025609326586,0.6116427648019493,0.45849743655033703,1.21308271109553,4.05534095791451,1.0,0.848
CHL,2016,0.0895855643130854,0.5422592381570316,0.38255600809886126,1.23761020433374,4.22622973191259,1.0,1.022
CHL,2017,0.0882834849522691,,,1.25767634771699,4.13931655832945,1.0,0.873
CHL,2018,0.0876473031744191,,,1.34332817675006,4.05626081811135,1.0,0.538
CHL,2019,0.0976412596459179,,,,4.78062769952263,1.0,0.683
CHL,2020,0.109200118726521,,,,4.18202321639069,1.0,0.947
CHL,2021,0.087361937916359,,,,3.00195361412667,1.0,0.877
CHN,2005,0.794253815313952,0.5657010769875663,0.6368791524274484,0.81,,1.0,1.048
CHN,2006,0.839763583567731,0.5701165378343053,0.6765501736696179,0.83,,1.0,1.232
CHN,2007,0.342067035399809,0.4952946498884618,0.5827846508655784,0.84,,1.0,1.538
CHN,2008,0.474836227887607,0.34867294298873985,0.40477674597050933,0.81,,1.0,1.09
CHN,2009,0.577925997460677,0.3887688206148572,0.44503373778460337,1.3,,1.0,1.336
CHN,2010,0.611535809620949,0.38904951187794273,0.4375240626262573,1.44,,1.0,0.968
CHN,2011,0.545535887752877,0.3274693784993117,0.3651442670329514,1.36,,1.0,0.792
CHN,2012,0.550400808345951,0.3672022088788581,0.39071934365727456,1.4,,1.0,0.626
CHN,2013,0.578905130550577,0.3562225488729095,0.38697513096978886,0.76,,1.0,1.073
CHN,2014,0.585014079370904,0.3150589906921069,0.3445295528566862,0.77,,1.0,1.062
CHN,2015,0.711802477964499,0.35387413523334693,0.37500940217179735,0.71,12.4380790315775,1.0,1.297
CHN,2016,0.666176323506804,0.3526872981271008,0.37213905647744694,0.6,13.1833000162942,1.0,1.319
CHN,2017,0.720686874267773,,,0.67,12.9414793309632,1.0,1.573
CHN,2018,0.729599562818664,,,0.67,13.5824135022243,1.0,1.361
CHN,2019,0.790442953492397,,,0.65,15.1785417524717,1.0,1.422
CHN,2020,0.732529998194278,,,0.64,14.6968968753261,1.0,1.62
CIV,2014,0.223473871634698,,,0.13,,1.0,
COG,2004,0.0047041442939524,,,0.0,,0.0,0.891
COG,2005,0.0125174241907851,,,0.0,,0.0,0.912
COG,2006,0.0118562669500156,,,0.0,,0.0,0.808
